_key,_id,id,website,code,objectid,city,state,phone,name,geometry,longitude,latitude,descript,last_mod,filepath,address2,add_user,globalid,country,address1
263885,Brewery/263885,130,,94704,263885,Berkeley,California,1-510-841-7734,Bison Brewing,"{""type"":""Point"",""coordinates"":[-86.51039999999995,39.17160000000007]}",-86.51039999999995,39.17160000000007,,2010-07-22T18:00:00.000Z,,,0,{89C1EC59-B2BD-4ECB-97EB-104A7D3266F1},United States,2598 Telegraph Avenue
261586,Brewery/261586,757,,,261586,Kulmbach,Bayern,49-(0)9221-/-705-0,Kulmbacher Brauerei AG,"{""type"":""Point"",""coordinates"":[-122.445,37.770200000000045]}",-122.445,37.770200000000045,,2010-07-22T18:00:00.000Z,,,0,{CEEBC55D-6F7F-4E4E-A4A6-7ADF809E5B64},Germany,Lichtenfelser Strae 9
261801,Brewery/261801,1064,,80202,261801,Denver,Colorado,1-303-534-7616,Rock Bottom Restaurant & Brewery - Denver,"{""type"":""Point"",""coordinates"":[-75.09539999999998,40.568400000000054]}",-75.09539999999998,40.568400000000054,,2010-07-22T18:00:00.000Z,,,0,{8D283D02-A3BE-4722-9AE1-2C00385DBF04},United States,1001 16th Street #A-100
260908,Brewery/260908,441,http://www.deschutesbrewery.com/,97702,260908,Bend,Oregon,1-541-385-8606,Deschutes Brewery,"{""type"":""Point"",""coordinates"":[-122.30399999999997,47.94540000000006]}",-122.30399999999997,47.94540000000006,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",2010-07-22T18:00:00.000Z,,,0,{747C0EF4-E6C5-4499-A7C3-B4449F571D90},United States,901 SW Simpson Avenue
260971,Brewery/260971,369,http://www.eisenbahn.com.br/,,260971,Blumenau,Santa Catarina,55-(47)-3488-7371,Cervejaria Sudbrack,"{""type"":""Point"",""coordinates"":[-98.35809999999998,40.92220000000003]}",-98.35809999999998,40.92220000000003,,2010-07-22T18:00:00.000Z,,,0,{109938CB-D933-47CC-9D64-9063BDF634AC},Brazil,"Rua Bahia, 5181"
262050,Brewery/262050,708,http://www.leinie.com/welcome.html,54729,262050,Chippewa Falls,Wisconsin,1-715-723-5557,Jacob Leinenkugel Brewing Company,"{""type"":""Point"",""coordinates"":[-81.24669999999998,42.97780000000006]}",-81.24669999999998,42.97780000000006,,2010-07-22T18:00:00.000Z,,,0,{F33CB0AF-D468-47E1-A8A2-D6F8BDF53FCA},United States,1 Jefferson Avenue
260782,Brewery/260782,584,http://www.goldenvalleybrewery.com/,97128,260782,McMinnville,Oregon,1-503-472-2739,Golden Valley Brewery and Pub,"{""type"":""Point"",""coordinates"":[-1.498899999999935,50.98890000000006]}",-1.498899999999935,50.98890000000006,,2010-07-22T18:00:00.000Z,,,0,{07EAF92B-AF65-4B79-B361-54948A2A2296},United States,980 NE Fourth Street
262311,Brewery/262311,623,,98107,262311,Seattle,Washington,1-206-706-1544,Hale's Ales #3,"{""type"":""Point"",""coordinates"":[-1.4921999999999684,51.99660000000006]}",-1.4921999999999684,51.99660000000006,,2010-07-22T18:00:00.000Z,,,0,{A94C8610-5B7B-470F-9AB1-9000AEC0B610},United States,4301 Leary Way NW
264229,Brewery/264229,346,,,264229,Melbourne,Victoria,61-(03)-9342-5511,Carlton and United Breweries,"{""type"":""Point"",""coordinates"":[-115.29799999999994,36.14760000000007]}",-115.29799999999994,36.14760000000007,,2010-07-22T18:00:00.000Z,,,0,{4CCA4E37-773D-49A1-A81F-DBBC566BB199},Australia,77 Southbank Boulevard
264430,Brewery/264430,397,http://www.coopers.com.au/,,264430,Regency Park,South Australia,61-(08)-8440-1800,Coopers Brewery,"{""type"":""Point"",""coordinates"":[5.534200000000055,53.06060000000008]}",5.534200000000055,53.06060000000008,"Coopers Brewery produce a range of Ales,Stouts and Lagers.   Our ale range is brewed by a method of top fermentation, originating in the Middle Ages.  Coopers uses only natural ingredients including malt, hops, sugar, water and a special yeast strain that's over 90 years old.  Coopers do not use preservatives or chemicals in their ale range.   Coopers also produce Stout and Lager beers.  The Lager beers are bottom fermented in cooler conditions, matured for a short period and pasteurised.",2010-07-22T18:00:00.000Z,,,0,{7FC2E45A-605A-4E8F-BC91-F1B8EFEFDA7B},Australia,461 South Road
264634,Brewery/264634,562,,97031,264634,Hood River,Oregon,1-541-386-2281,Full Sail Brewing #1,"{""type"":""Point"",""coordinates"":[-81.70419999999996,41.48440000000005]}",-81.70419999999996,41.48440000000005,,2010-07-22T18:00:00.000Z,,,0,{8853267A-5984-4270-BD05-F13A28A728D0},United States,506 Columbia Street
261427,Brewery/261427,189,,,261427,Tourpes,Hainaut,32-069-67-10-66,Brasserie Dupont,"{""type"":""Point"",""coordinates"":[7.714900000000057,48.593000000000075]}",7.714900000000057,48.593000000000075,,2010-07-22T18:00:00.000Z,,,0,{E7C0E03D-7D5A-4F56-AE03-71A5902A95EB},Belgium,Rue Basse 5
262245,Brewery/262245,622,,97202,262245,Portland,Oregon,1-503-232-6585,Hair of the Dog Brewing,"{""type"":""Point"",""coordinates"":[-77.02369999999996,38.991100000000074]}",-77.02369999999996,38.991100000000074,,2010-07-22T18:00:00.000Z,,,0,{D8C33D6C-077B-42DF-A717-337CC6214800},United States,4509 SE 23rd Avenue
262497,Brewery/262497,335,,,262497,Harltepool,Cleveland,44-(01429)-266-666,Camerons Brewery Company,"{""type"":""Point"",""coordinates"":[-78.65689999999995,37.43160000000006]}",-78.65689999999995,37.43160000000006,,2010-07-22T18:00:00.000Z,,,0,{F11A716F-1776-46BF-8768-023B8E998F1D},United Kingdom,Lion Brewery
262029,Brewery/262029,255,http://www.bridgeportbrew.com/,97209,262029,Portland,Oregon,1-503-241-7179,BridgePort Brewing,"{""type"":""Point"",""coordinates"":[3.2252000000000294,51.20940000000007]}",3.2252000000000294,51.20940000000007,,2010-07-22T18:00:00.000Z,,,0,{791077D3-903F-4B87-A409-AD38AB66A677},United States,1313 NW Marshall Street
264496,Brewery/264496,447,,98531,264496,Centralia,Washington,1-800-586-7760,Dick's Brewing,"{""type"":""Point"",""coordinates"":[37.61760000000004,55.75580000000008]}",37.61760000000004,55.75580000000008,,2010-07-22T18:00:00.000Z,,,0,{C23C8068-E44C-4656-93A8-5E54FB26E0B5},United States,5945 Prather Road
264610,Brewery/264610,44,http://www.anheuser-busch.com/,63118,264610,Saint Louis,Missouri,1-800-342-5283,Anheuser-Busch,"{""type"":""Point"",""coordinates"":[-88.41539999999998,44.261900000000026]}",-88.41539999999998,44.261900000000026,"Anheuser-Busch operates 12 breweries in the United States, 14 in China and one in the United Kingdom. Anheuser-Busch's operations and resources are focused on adding to life's enjoyment not only through the responsible consumption of beer by adults, but through theme park entertainment and packaging.  In the United States, the company holds a 48.5 percent share of U.S. beer sales. Worldwide, Anheuser-Busch's beer sales volume was 128.4 million barrels in 2007.  The St. Louis-based company's subsidiaries include one of the largest U.S. manufacturers of aluminum beverage containers and one of the world's largest recyclers of aluminum beverage cans. Anheuser-Busch also has interests in malt production, rice milling, real estate development, turf farming, metalized and paper label printing, bottle production and transportation services.",2010-07-22T18:00:00.000Z,,,0,{5A8A297B-6BBB-4B68-9EC3-CDDB0E9982A7},United States,One Busch Place
262347,Brewery/262347,1392,,,262347,Malli,Sikkim,91 03595-70205,Yuksom Breweries,,,,,2010-07-22T18:00:00.000Z,,,0,{50D702B8-FA17-4971-BBB4-167C5CB51AC3},India,
263336,Brewery/263336,1151,,98273,263336,Mount Vernon,Washington,1-360-336-2884,Skagit River Brewing,"{""type"":""Point"",""coordinates"":[-106.31299999999999,42.86660000000006]}",-106.31299999999999,42.86660000000006,,2010-07-22T18:00:00.000Z,,,0,{26CC329F-5619-4089-8850-3F6B4985256B},United States,404 South Third Street
262335,Brewery/262335,1136,http://www.shipyard.com/,4101,262335,Portland,Maine,1-800-789-0684,Shipyard Brewing - Portland,"{""type"":""Point"",""coordinates"":[-83.01859999999994,42.33720000000005]}",-83.01859999999994,42.33720000000005,"Since 1994, Shipyard Brewing Company has been brewing fine quality products with a wide range of style profiles. We use only top quality ingredients and pride ourselves on the consistency and freshness of our products. All our beer is hand crafted from recipes developed by master brewer Alan Pugsley, one of the most influential people in the craft brewing movement in North America.  Shipyard is available in 35+ states around the country and markets for our freshly brewed, hand-crafted beers continue to expand.",2010-07-22T18:00:00.000Z,,,0,{0905E4CB-8F6D-4D23-B14C-A9F61596968C},United States,86 Newbury Street
262020,Brewery/262020,62,http://www.averybrewing.com/,80303,262020,Boulder,Colorado,1-877-844-5679,Avery Brewing Company,"{""type"":""Point"",""coordinates"":[-76.53999999999996,39.42000000000007]}",-76.53999999999996,39.42000000000007,"Established in 1993, Avery Brewing Co. is a family owned and operated micro-brewery dedicated to brewing the finest quality English and Belgian style ales.. From humble beginnings, brewing 800 barrels of three different beers in 1994, we have progressed to brewing 13,000 barrels of twenty different beers in 2007. We attribute this success to beer drinkers gravitating to beers with more interesting flavor profiles. The unique flavor complexity of Avery beers occurs through a combination of sparing no expense with regard to ingredients and our hopping methods. Sparing no expense means using lots of specialty malts, imported hops, such as Styrian Goldings, and imported Belgian candy sugar.",2010-07-22T18:00:00.000Z,,,0,{B767A6A0-6D1F-424E-A40B-2A7BD98237EE},United States,5763 Arapahoe Avenue
264916,Brewery/264916,919,http://www.northcoastbrewing.com/home.htm,95437,264916,Fort Bragg,California,1-707-964-2739,North Coast Brewing Company,"{""type"":""Point"",""coordinates"":[57.497100000000046,-20.273799999999937]}",57.497100000000046,-20.273799999999937,,2010-07-22T18:00:00.000Z,,,0,{9B33016F-0974-4794-9A5D-C314DE1F048C},United States,455 North Main Street
262296,Brewery/262296,300,,,262296,Sint-Lievens-Esse,Oost-Vlaanderen,32-054-50-04-11,Brouwerij Van Den Bossche,"{""type"":""Point"",""coordinates"":[-104.80199999999996,41.16070000000008]}",-104.80199999999996,41.16070000000008,,2010-07-22T18:00:00.000Z,,,0,{D0E9F8BB-E50D-44B7-A0DE-76A29E1BA367},Belgium,St Lievensplein 16
264781,Brewery/264781,869,http://www.townhallbrewery.com/,55454,264781,Minneapolis,Minnesota,1-612-339-8696,Minneapolis Town Hall Brewery,"{""type"":""Point"",""coordinates"":[-0.2479999999999336,52.57580000000007]}",-0.2479999999999336,52.57580000000007,,2010-07-22T18:00:00.000Z,,,0,{FB7908DB-D474-4D00-9957-A083733CB3AD},United States,1430 Washington Avenue South
261535,Brewery/261535,1084,,54022,261535,River Falls,Wisconsin,1-715-426-2054,Rush River Brewing,"{""type"":""Point"",""coordinates"":[-80.20679999999999,43.48700000000008]}",-80.20679999999999,43.48700000000008,,2010-07-22T18:00:00.000Z,,,0,{94BD5752-CD98-4DF9-A851-8070E6F2301D},United States,990 Antler Court
263225,Brewery/263225,192,,,263225,Soy,Luxembourg,32-(0)86-47-70-44,Brasserie Fantme,"{""type"":""Point"",""coordinates"":[8.790100000000052,53.078700000000026]}",8.790100000000052,53.078700000000026,,2010-07-22T18:00:00.000Z,,,0,{387048FE-9EA7-4927-B5E9-F79E0888F269},Belgium,Rue Pral 8
263106,Brewery/263106,595,,68114,263106,Omaha,Nebraska,1-402-393-5000,Granite City Food & Brewery - Omaha,"{""type"":""Point"",""coordinates"":[-3.8005999999999744,56.15310000000005]}",-3.8005999999999744,56.15310000000005,,2010-07-22T18:00:00.000Z,,,0,{5BBB1F86-5696-4468-84C6-F28877615564},United States,1001 North 102nd Street
261088,Brewery/261088,31,,,261088,Ingelmunster,West-Vlaanderen,32-051-/-30-55-17,Alvinne Picobrouwerij,"{""type"":""Point"",""coordinates"":[-121.07699999999994,38.896600000000035]}",-121.07699999999994,38.896600000000035,,2010-07-22T18:00:00.000Z,,,0,{7945B30A-6825-446C-90AB-794952BD0D48},Belgium,Oostrozebekestraat 114
262761,Brewery/262761,307,http://www.okocim.pl/,,262761,Brzesko,,48-0146865000,Browar Okocim,"{""type"":""Point"",""coordinates"":[-71.09109999999998,42.366400000000056]}",-71.09109999999998,42.366400000000056,,2010-07-22T18:00:00.000Z,,,0,{38FC102F-5631-454F-B863-D966CDB062B1},Poland,ul. Browarna 14
262569,Brewery/262569,458,,,262569,Grfelfing,Bayern,49-(0)89-/-85805-0,Doemens e.V.,"{""type"":""Point"",""coordinates"":[-72.28669999999994,42.93240000000003]}",-72.28669999999994,42.93240000000003,,2010-07-22T18:00:00.000Z,,,0,{70BE6B69-6A9A-4914-929C-6D39BBAFDAB6},Germany,Stefanusstrae 8
264241,Brewery/264241,604,http://www.greatdivide.com/,80205,264241,Denver,Colorado,1-303-296-9460,Great Divide Brewing,"{""type"":""Point"",""coordinates"":[10.88530000000003,49.89200000000005]}",10.88530000000003,49.89200000000005,"Since 1994, Great Divide has brewed the most balanced yet assertive and flavorful beers possible.  This commitment has not gone unrewarded  Great Divide has racked up 12 Great American Beer Festival Medals and four World Beer Cup awards, and was recently honored as the 23rd Best Brewer in the World in Ratebeer.com's World's Top 100 Brewers, (2007). See for yourself what the excitement is about  and then introduce your friends to the new frontier of beer. --http://www.greatdivide.com",2010-07-22T18:00:00.000Z,,,0,{C0F0D0E7-85F8-46F2-A3F8-A511A297D22B},United States,2201 Arapahoe Street
263354,Brewery/263354,122,,59808,263354,Missoula,Montana,1-800-559-2774,Big Sky Brewing,"{""type"":""Point"",""coordinates"":[6.522700000000043,49.974000000000046]}",6.522700000000043,49.974000000000046,,2010-07-22T18:00:00.000Z,,,0,{A330F81C-A939-4444-B807-DEA9382821DD},United States,5417 Trumpeter Way
262755,Brewery/262755,177,http://www.brasserie-st-sylvestre.com/,,262755,St-Sylvestre-Cappel,,33-03.28.40.15.49,Brasserie De Saint Sylvestre,"{""type"":""Point"",""coordinates"":[3.687500000000057,50.742800000000045]}",3.687500000000057,50.742800000000045,,2010-07-22T18:00:00.000Z,,,0,{17F28FDF-1845-49F3-9249-14488DDBBE3A},France,"121, rue de la Chapelle"
264067,Brewery/264067,1138,,94110,264067,San Francisco,California,1-650-343-2739,Shmaltz Enterprises,"{""type"":""Point"",""coordinates"":[-76.07199999999995,40.23690000000005]}",-76.07199999999995,40.23690000000005,,2010-07-22T18:00:00.000Z,,,0,{F68AD498-2822-4644-BF11-47BFAFD36F92},United States,3435 Cesar Chavez #227
261499,Brewery/261499,312,,,261499,Tisvildeleje,,45-70-20-79-30,Bryggeriet lfabrikken,"{""type"":""Point"",""coordinates"":[-89.51629999999994,43.09490000000005]}",-89.51629999999994,43.09490000000005,,2010-07-22T18:00:00.000Z,,,0,{246427EE-BA02-419C-9727-A9043F398856},Denmark,Hollselund Strandvej 74
262623,Brewery/262623,191,,,262623,Ellezelles,Hainaut,32-068-54-31-60,Brasserie Ellezelloise,"{""type"":""Point"",""coordinates"":[11.780800000000056,47.97060000000005]}",11.780800000000056,47.97060000000005,,2010-07-22T18:00:00.000Z,,,0,{AB140F48-A059-4873-B021-88B256715488},Belgium,Rue Guinaumont 75
261828,Brewery/261828,211,,,261828,Leoben-Gss,,43-0-38-42/20-90-58-,Brauerei Gss,"{""type"":""Point"",""coordinates"":[-95.41069999999996,44.41050000000007]}",-95.41069999999996,44.41050000000007,,2010-07-22T18:00:00.000Z,,,0,{75A63FA1-5DF4-446C-AB66-916E35BEFE96},Austria,Brauhausgasse 1
264421,Brewery/264421,202,http://www.cantillon.be/,,264421,Anderlecht,Brussel,32-(0)2-521-49-28,Brasserie-Brouwerij Cantillon,"{""type"":""Point"",""coordinates"":[9.413500000000056,47.33010000000007]}",9.413500000000056,47.33010000000007,,2010-07-22T18:00:00.000Z,,,0,{2B486EB3-785F-47CA-9C65-7A63E5E2073F},Belgium,Gheudestraat 56
263052,Brewery/263052,859,http://www.mikkeller.dk/,,263052,KÃ¸benhavn,,45-4162-3489,Mikkeller,"{""type"":""Point"",""coordinates"":[-123.80599999999998,39.446600000000046]}",-123.80599999999998,39.446600000000046,,2010-07-22T18:00:00.000Z,,,0,{14292B22-C0FC-42C4-95A2-820034534E28},Denmark,"Slien 2, 2. tv"
263519,Brewery/263519,810,,95525,263519,Blue Lake,California,1-707-668-4151,Mad River Brewing,"{""type"":""Point"",""coordinates"":[-87.90929999999997,43.03340000000003]}",-87.90929999999997,43.03340000000003,,2010-07-22T18:00:00.000Z,,,0,{CDCAB3C2-9599-46E3-8709-F57A329CDBC6},United States,195 Taylor Way
264985,Brewery/264985,984,,98101,264985,Seattle,Washington,1-206-622-6044,Pike Pub and Brewery,"{""type"":""Point"",""coordinates"":[-88.23149999999998,43.011700000000076]}",-88.23149999999998,43.011700000000076,,2010-07-22T18:00:00.000Z,,,0,{C1CE5CDC-BEA2-422F-A28E-FFA2B5C59D20},United States,1415 First Avenue
260854,Brewery/260854,706,,95709,260854,Camino,California,1-877-457-2725,Jack Russell Brewing,"{""type"":""Point"",""coordinates"":[-117.87599999999998,33.85750000000007]}",-117.87599999999998,33.85750000000007,,2010-07-22T18:00:00.000Z,,,0,{CE8D9A0E-5E3C-4C99-BEE8-203D263258F6},United States,2380 Larsen Drive
264583,Brewery/264583,890,,,264583,Abingdon,Oxford,,Morland and Co.,"{""type"":""Point"",""coordinates"":[-3.3134999999999764,59.06970000000007]}",-3.3134999999999764,59.06970000000007,,2010-07-22T18:00:00.000Z,,,0,{CD873BE7-15B9-4F10-A0B1-571BC50F9053},United Kingdom,
262194,Brewery/262194,950,,97333,262194,Corvallis,Oregon,1-503-758-3257,Oregon Trail Brewery,"{""type"":""Point"",""coordinates"":[8.925000000000068,49.67470000000003]}",8.925000000000068,49.67470000000003,,2010-07-22T18:00:00.000Z,,,0,{633B0E37-9903-4769-84FE-43C757D1A337},United States,341 SW Second Street
261559,Brewery/261559,175,,,261559,Aubel,Lige,32-087-68-75-87,Brasserie de l'Abbaye Val-Dieu,"{""type"":""Point"",""coordinates"":[3.6508000000000607,50.57180000000005]}",3.6508000000000607,50.57180000000005,,2010-07-22T18:00:00.000Z,,,0,{408172C5-89EB-416F-B7E7-C8587384140B},Belgium,Val Dieu 225
262119,Brewery/262119,765,http://www.lagunitas.com/,94954,262119,Petaluma,California,1-707-769-4495,Lagunitas Brewing Company,"{""type"":""Point"",""coordinates"":[-87.92399999999998,43.21670000000006]}",-87.92399999999998,43.21670000000006,,2010-07-22T18:00:00.000Z,,,0,{4B7F0922-C48E-4AF5-A84E-E4505F3CADC1},United States,1280 North McDowell Boulevard
261109,Brewery/261109,484,,,261109,Einbeck,Niedersachsen,49-(0)5561-/-797-0,Einbecker Brauhaus AG,"{""type"":""Point"",""coordinates"":[-122.02999999999997,37.377500000000055]}",-122.02999999999997,37.377500000000055,,2010-07-22T18:00:00.000Z,,,0,{D3098515-1344-4800-8366-DCC3D2B95B75},Germany,Papenstrae 4-7
260962,Brewery/260962,174,,,260962,Montignies-sur-Roc,Hainaut,32-065-75-59-99,Brasserie De L'Abbaye Des Rocs,"{""type"":""Point"",""coordinates"":[3.55540000000002,50.57790000000006]}",3.55540000000002,50.57790000000006,,2010-07-22T18:00:00.000Z,,,0,{E4F536BB-C4A6-4961-B638-D02BAEE2F014},Belgium,Chausse Brunehault 37
262551,Brewery/262551,70,,,262551,Bamberg,Bayern,49-(0)951-/-91517-0,Bamberger Mahr's-Bru,"{""type"":""Point"",""coordinates"":[-86.01549999999997,40.045300000000054]}",-86.01549999999997,40.045300000000054,,2010-07-22T18:00:00.000Z,,,0,{98B97E0B-C4EB-4498-838A-98FC70A38FA3},Germany,Wunderburg 10
264688,Brewery/264688,296,http://www.sintbernardus.be,,264688,Watou,West-Vlaanderen,32-057/38.80.21,Brouwerij St. Bernardus,"{""type"":""Point"",""coordinates"":[-1.6224999999999454,52.80650000000003]}",-1.6224999999999454,52.80650000000003,,2010-07-22T18:00:00.000Z,,,0,{04208F16-C287-4BA6-AA98-863DD799C36E},Belgium,Trappistenweg 23
264208,Brewery/264208,1316,http://www.upstreambrewing.com/,68102,264208,Omaha,Nebraska,1-402-344-0200,Upstream Brewing Old Market,,,,"Derived from the Native American meaning of Omaha, upstream or against the current, the Upstream Brewing Company is just thatï¿½a restaurant different from the rest. Since opening in 1996, the Upstream has been all about freshï¿½from the handcrafted beers to the locally grown produce to the lively atmosphere. Not to mention the friendly, knowledgeable staff. So stop in today, and find out why we've been named one of Omaha's Best several years running.",2010-07-22T18:00:00.000Z,,,0,{4F787B05-E576-4F3D-9ADC-ED48CC239851},United States,514 South Eleventh Street
264484,Brewery/264484,187,,,264484,Purnode,Namur,32-083-61-07-80,Brasserie du Bocq,"{""type"":""Point"",""coordinates"":[4.326600000000042,50.36820000000006]}",4.326600000000042,50.36820000000006,,2010-07-22T18:00:00.000Z,,,0,{1AC41A6F-DF81-4BD1-A410-7FAF53D06970},Belgium,Rue de la Brasserie 4
262845,Brewery/262845,696,,,262845,Perth,Scotland,44-(01738)-449448,Inveralmond Brewery,"{""type"":""Point"",""coordinates"":[11.252200000000073,48.182600000000036]}",11.252200000000073,48.182600000000036,,2010-07-22T18:00:00.000Z,,,0,{F4E2CBD5-3E80-4AE4-A709-ED18CE14D282},United Kingdom,Inveralmond Way
263765,Brewery/263765,395,,,263765,Coniston,Cumbria,44-(01539)-441133,Coniston Brewing,"{""type"":""Point"",""coordinates"":[-90.10039999999998,29.89940000000007]}",-90.10039999999998,29.89940000000007,,2010-07-22T18:00:00.000Z,,,0,{F35EDD56-10BA-45EB-8784-B7FF7F270BC7},United Kingdom,Coppermines Road
264373,Brewery/264373,590,,68601,264373,Columbus,Nebraska,1-402-562-6488,Gottberg Brew Pub,"{""type"":""Point"",""coordinates"":[-122.43699999999995,47.24360000000007]}",-122.43699999999995,47.24360000000007,,2010-07-22T18:00:00.000Z,,,0,{27DF9DB2-0324-4A03-8805-325F3D4E4185},United States,2804 13th Street
263067,Brewery/263067,1179,http://www.shiner.com,77984,263067,Shiner,Texas,1-800-574-4637,Spoetzl Brewery,"{""type"":""Point"",""coordinates"":[-81.51719999999995,41.06890000000004]}",-81.51719999999995,41.06890000000004,,2010-07-22T18:00:00.000Z,,,0,{2442ED9B-88A0-4F84-A53B-8CD2D4995D2A},United States,603 East Brewery Street
260875,Brewery/260875,1154,,0,260875,Guelph,Ontario,1-519-822-1834,Sleeman Brewing & Malting,"{""type"":""Point"",""coordinates"":[-79.87499999999994,32.80910000000006]}",-79.87499999999994,32.80910000000006,,2010-07-22T18:00:00.000Z,,,0,{FF970AF0-EF90-498C-902F-64E98B997C59},Canada,551 Clair Road West
262839,Brewery/262839,567,,,262839,Leipzig,Sachsen,49-(0)341-/-1245760,Gasthaus & Gosebrauerei Bayerischer Bahnhof,"{""type"":""Point"",""coordinates"":[-93.15679999999998,44.93980000000005]}",-93.15679999999998,44.93980000000005,,2010-07-22T18:00:00.000Z,,,0,{DEE8A2E3-0F33-4A6B-A755-2D649A51525E},Germany,Bayerischer Platz 1
264601,Brewery/264601,1274,,,264601,Sydney,New South Wales,,Tooheys,"{""type"":""Point"",""coordinates"":[-94.66689999999994,47.38120000100008]}",-94.66689999999994,47.38120000100008,,2010-07-22T18:00:00.000Z,,,0,{B013E9FA-188C-47F6-B2CC-176AC7CF88B1},Australia,29 Nyrang Street
263474,Brewery/263474,1265,,95110,263474,San Jose,California,1-408-295-2739,Tied House Cafe & Brewery - San Jose,"{""type"":""Point"",""coordinates"":[11.831100000000049,47.79400000000004]}",11.831100000000049,47.79400000000004,,2010-07-22T18:00:00.000Z,,,0,{DFF62E4D-2CF1-49B1-B5BB-99B455EF8CCB},United States,65 North San Pedro
261139,Brewery/261139,1126,,95062,261139,Santa Cruz,California,1-408-426-2739,Seabright Brewery,"{""type"":""Point"",""coordinates"":[-78.89859999999999,35.99400000000003]}",-78.89859999999999,35.99400000000003,,2010-07-22T18:00:00.000Z,,,0,{45866300-8CF8-4A85-8925-43AD568BA78C},United States,519 Seabright Avenue #107
262116,Brewery/262116,701,,94930,262116,Fairfax,California,1-415-485-1005,Iron Springs Pub & Brewery,"{""type"":""Point"",""coordinates"":[-72.59839999999997,44.56170000000003]}",-72.59839999999997,44.56170000000003,,2010-07-22T18:00:00.000Z,,,0,{B1917361-C4B9-48A8-A34A-7A7BB810A762},United States,765 Center Boulevard
263172,Brewery/263172,588,http://www.gordonbiersch.com/brewery,95112,263172,San Jose,California,1-408-278-1008,Gordon Biersch Brewing,"{""type"":""Point"",""coordinates"":[-156.45699999999997,20.759200000000078]}",-156.45699999999997,20.759200000000078,,2010-07-22T18:00:00.000Z,,,0,{0DAE1CA2-CEF6-4EC0-A02A-570C5CF73F04},United States,357 East Taylor Street
262035,Brewery/262035,385,http://www.ccbeer.com/,21227,262035,Baltimore,Maryland,1-410-247-7822,Clipper City Brewing Co.,"{""type"":""Point"",""coordinates"":[-89.58899999999994,40.69360000000006]}",-89.58899999999994,40.69360000000006,"At Clipper City our mission is to bring back the local brewery, and to do it in such a way that we are more than just a fringe player, but a positive part of our area. To accomplish this mission we have created a broad portfolio of products and brands with enough diversity that we have at least one beer that can appeal to everyone. Whether your preference is for a classic American style lager beer, or a big, challenging Hop Cubed Ale, we have a something that will suit your taste. Our goal is to brew beers for people who dare to walk up to the edge of the mountain and actually jump forward.  Our beers are for those who chart a bolder course.   Our brewery is named for the famed Clipper ship - first developed and built in our home port of Baltimore. The Clipper ship is the symbol for a strong nautical and maritime heritage with a commitment to craftsmanship of the highest caliber. It captures both the hardy nature of our working class history and the romance of what lies on the seas ahead. Why be normal when you can be EXTRAARGHdinary?  We believe in bringing beer drinkers the quality and flavor of a handcrafted beer while supporting the local communities we serve.",2010-07-22T18:00:00.000Z,,,0,{B182AE11-8B3E-41AC-A5BD-AEC9653BFD9D},United States,4615-B Hollins Ferry Road
263300,Brewery/263300,380,,,263300,Indianapolis,Indiana,,Circle V Brewing,"{""type"":""Point"",""coordinates"":[-96.68169999999998,40.80690000000004]}",-96.68169999999998,40.80690000000004,,2010-07-22T18:00:00.000Z,,,0,{10B9D081-6221-4C93-86A2-0824EC0F5FF1},United States,
262827,Brewery/262827,308,http://www.warka.com.pl/,,262827,Warka,,+48(0-48) 666 11 11,Browar Warka,"{""type"":""Point"",""coordinates"":[-79.67749999999995,43.474500000000035]}",-79.67749999999995,43.474500000000035,,2010-07-22T18:00:00.000Z,,,0,{DAB91F3E-A254-4BCE-B0B2-6603408546F9},Poland,ul. GoÅ›niewska 65
262602,Brewery/262602,1164,,83704,262602,Boise,Idaho,(208) 658-1533,Sockeye,"{""type"":""Point"",""coordinates"":[-115.25099999999998,36.215400000000045]}",-115.25099999999998,36.215400000000045,,2010-07-22T18:00:00.000Z,,,0,{E9FCAC5A-B951-4AEE-9E11-7562561F77A2},United States,3019 N Cole Rd
